Close,-2,-4,-6,-8,-10,-12,-14,-16,-18,-20,-22,-24,-26,-28,Volume,-2,-4,-6,-8,-10,-12,-14,-16,-18,-20,-22,-24,-26,-28,label
105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,106.540001,106.650002,107.07,106.059998,106.150002,103.910004,103.900002,104.019997,105.480003,1531600,1747300,1616700,5172600,3068000,2267900,2088100,1675200,2103700,1622600,2864500,2276300,2134800,2572500,2996000,104.889999
105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,106.830002,106.800003,107.18,106.769997,106.110001,104.919998,104.199997,105.160004,105.040001,2470000,2400900,1759600,2578800,2546500,4834200,1747500,1893600,1958900,1767100,1666900,2358000,2337000,2572000,1847400,104.760002
104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,106.540001,106.650002,107.07,106.059998,106.150002,103.910004,103.900002,104.019997,3754800,1531600,1747300,1616700,5172600,3068000,2267900,2088100,1675200,2103700,1622600,2864500,2276300,2134800,2572500,106.160004
105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,106.830002,106.800003,107.18,106.769997,106.110001,104.919998,104.199997,105.160004,2069600,2470000,2400900,1759600,2578800,2546500,4834200,1747500,1893600,1958900,1767100,1666900,2358000,2337000,2572000,106.93
104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,106.540001,106.650002,107.07,106.059998,106.150002,103.910004,103.900002,2792200,3754800,1531600,1747300,1616700,5172600,3068000,2267900,2088100,1675200,2103700,1622600,2864500,2276300,2134800,106.910004
104.5,105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,106.830002,106.800003,107.18,106.769997,106.110001,104.919998,104.199997,2797700,2069600,2470000,2400900,1759600,2578800,2546500,4834200,1747500,1893600,1958900,1767100,1666900,2358000,2337000,107.389999
104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,106.540001,106.650002,107.07,106.059998,106.150002,103.910004,2616800,2792200,3754800,1531600,1747300,1616700,5172600,3068000,2267900,2088100,1675200,2103700,1622600,2864500,2276300,107.339996
104.889999,104.5,105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,106.830002,106.800003,107.18,106.769997,106.110001,104.919998,2005700,2797700,2069600,2470000,2400900,1759600,2578800,2546500,4834200,1747500,1893600,1958900,1767100,1666900,2358000,107.629997
104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,106.540001,106.650002,107.07,106.059998,106.150002,1662200,2616800,2792200,3754800,1531600,1747300,1616700,5172600,3068000,2267900,2088100,1675200,2103700,1622600,2864500,107.989998
106.160004,104.889999,104.5,105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,106.830002,106.800003,107.18,106.769997,106.110001,2409000,2005700,2797700,2069600,2470000,2400900,1759600,2578800,2546500,4834200,1747500,1893600,1958900,1767100,1666900,107.690002
106.93,104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,106.540001,106.650002,107.07,106.059998,3266500,1662200,2616800,2792200,3754800,1531600,1747300,1616700,5172600,3068000,2267900,2088100,1675200,2103700,1622600,108.25
106.910004,106.160004,104.889999,104.5,105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,106.830002,106.800003,107.18,106.769997,1803600,2409000,2005700,2797700,2069600,2470000,2400900,1759600,2578800,2546500,4834200,1747500,1893600,1958900,1767100,108.459999
107.389999,106.93,104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,106.540001,106.650002,107.07,1691400,3266500,1662200,2616800,2792200,3754800,1531600,1747300,1616700,5172600,3068000,2267900,2088100,1675200,2103700,108.839996
107.339996,106.910004,106.160004,104.889999,104.5,105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,106.830002,106.800003,107.18,2570700,1803600,2409000,2005700,2797700,2069600,2470000,2400900,1759600,2578800,2546500,4834200,1747500,1893600,1958900,108.620003
107.629997,107.389999,106.93,104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,106.540001,106.650002,2679600,1691400,3266500,1662200,2616800,2792200,3754800,1531600,1747300,1616700,5172600,3068000,2267900,2088100,1675200,107.5
107.989998,107.339996,106.910004,106.160004,104.889999,104.5,105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,106.830002,106.800003,2112700,2570700,1803600,2409000,2005700,2797700,2069600,2470000,2400900,1759600,2578800,2546500,4834200,1747500,1893600,106.610001
107.690002,107.629997,107.389999,106.93,104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,106.540001,2502500,2679600,1691400,3266500,1662200,2616800,2792200,3754800,1531600,1747300,1616700,5172600,3068000,2267900,2088100,105.949997
108.25,107.989998,107.339996,106.910004,106.160004,104.889999,104.5,105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,106.830002,1782300,2112700,2570700,1803600,2409000,2005700,2797700,2069600,2470000,2400900,1759600,2578800,2546500,4834200,1747500,105.839996
108.459999,107.690002,107.629997,107.389999,106.93,104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,107.089996,1271500,2502500,2679600,1691400,3266500,1662200,2616800,2792200,3754800,1531600,1747300,1616700,5172600,3068000,2267900,106.150002
108.839996,108.25,107.989998,107.339996,106.910004,106.160004,104.889999,104.5,105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,106.129997,1286500,1782300,2112700,2570700,1803600,2409000,2005700,2797700,2069600,2470000,2400900,1759600,2578800,2546500,4834200,105.800003
108.620003,108.459999,107.690002,107.629997,107.389999,106.93,104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,105.510002,1743400,1271500,2502500,2679600,1691400,3266500,1662200,2616800,2792200,3754800,1531600,1747300,1616700,5172600,3068000,106.519997
107.5,108.839996,108.25,107.989998,107.339996,106.910004,106.160004,104.889999,104.5,105.459999,105.330002,106.339996,104.980003,104.639999,106.330002,1666400,1286500,1782300,2112700,2570700,1803600,2409000,2005700,2797700,2069600,2470000,2400900,1759600,2578800,2546500,106.75
106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,106.93,104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,105.260002,2354800,1743400,1271500,2502500,2679600,1691400,3266500,1662200,2616800,2792200,3754800,1531600,1747300,1616700,5172600,106.510002
105.949997,107.5,108.839996,108.25,107.989998,107.339996,106.910004,106.160004,104.889999,104.5,105.459999,105.330002,106.339996,104.980003,104.639999,2170100,1666400,1286500,1782300,2112700,2570700,1803600,2409000,2005700,2797700,2069600,2470000,2400900,1759600,2578800,107.980003
105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,106.93,104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,104.599998,1841500,2354800,1743400,1271500,2502500,2679600,1691400,3266500,1662200,2616800,2792200,3754800,1531600,1747300,1616700,104.050003
106.150002,105.949997,107.5,108.839996,108.25,107.989998,107.339996,106.910004,106.160004,104.889999,104.5,105.459999,105.330002,106.339996,104.980003,1884300,2170100,1666400,1286500,1782300,2112700,2570700,1803600,2409000,2005700,2797700,2069600,2470000,2400900,1759600,101.980003
105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,106.93,104.760002,104.089996,104.510002,104.419998,105.370003,105.089996,1713000,1841500,2354800,1743400,1271500,2502500,2679600,1691400,3266500,1662200,2616800,2792200,3754800,1531600,1747300,103.849998
106.519997,106.150002,105.949997,107.5,108.839996,108.25,107.989998,107.339996,106.910004,106.160004,104.889999,104.5,105.459999,105.330002,106.339996,2402900,1884300,2170100,1666400,1286500,1782300,2112700,2570700,1803600,2409000,2005700,2797700,2069600,2470000,2400900,105.709999
106.75,105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,106.93,104.760002,104.089996,104.510002,104.419998,105.370003,2248300,1713000,1841500,2354800,1743400,1271500,2502500,2679600,1691400,3266500,1662200,2616800,2792200,3754800,1531600,107.160004
106.510002,106.519997,106.150002,105.949997,107.5,108.839996,108.25,107.989998,107.339996,106.910004,106.160004,104.889999,104.5,105.459999,105.330002,2002700,2402900,1884300,2170100,1666400,1286500,1782300,2112700,2570700,1803600,2409000,2005700,2797700,2069600,2470000,107.370003
107.980003,106.75,105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,106.93,104.760002,104.089996,104.510002,104.419998,1622300,2248300,1713000,1841500,2354800,1743400,1271500,2502500,2679600,1691400,3266500,1662200,2616800,2792200,3754800,106.57
104.050003,106.510002,106.519997,106.150002,105.949997,107.5,108.839996,108.25,107.989998,107.339996,106.910004,106.160004,104.889999,104.5,105.459999,7370400,2002700,2402900,1884300,2170100,1666400,1286500,1782300,2112700,2570700,1803600,2409000,2005700,2797700,2069600,107.220001
101.980003,107.980003,106.75,105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,106.93,104.760002,104.089996,104.510002,5213600,1622300,2248300,1713000,1841500,2354800,1743400,1271500,2502500,2679600,1691400,3266500,1662200,2616800,2792200,107.169998
103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,107.5,108.839996,108.25,107.989998,107.339996,106.910004,106.160004,104.889999,104.5,7569500,7370400,2002700,2402900,1884300,2170100,1666400,1286500,1782300,2112700,2570700,1803600,2409000,2005700,2797700,108.839996
105.709999,101.980003,107.980003,106.75,105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,106.93,104.760002,104.089996,2635700,5213600,1622300,2248300,1713000,1841500,2354800,1743400,1271500,2502500,2679600,1691400,3266500,1662200,2616800,109.290001
107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,107.5,108.839996,108.25,107.989998,107.339996,106.910004,106.160004,104.889999,5552300,7569500,7370400,2002700,2402900,1884300,2170100,1666400,1286500,1782300,2112700,2570700,1803600,2409000,2005700,110.199997
107.370003,105.709999,101.980003,107.980003,106.75,105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,106.93,104.760002,2938000,2635700,5213600,1622300,2248300,1713000,1841500,2354800,1743400,1271500,2502500,2679600,1691400,3266500,1662200,110.139999
106.57,107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,107.5,108.839996,108.25,107.989998,107.339996,106.910004,106.160004,3019900,5552300,7569500,7370400,2002700,2402900,1884300,2170100,1666400,1286500,1782300,2112700,2570700,1803600,2409000,110.669998
107.220001,107.370003,105.709999,101.980003,107.980003,106.75,105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,106.93,1767700,2938000,2635700,5213600,1622300,2248300,1713000,1841500,2354800,1743400,1271500,2502500,2679600,1691400,3266500,110.550003
107.169998,106.57,107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,107.5,108.839996,108.25,107.989998,107.339996,106.910004,1669800,3019900,5552300,7569500,7370400,2002700,2402900,1884300,2170100,1666400,1286500,1782300,2112700,2570700,1803600,110.860001
108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,106.75,105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,107.389999,2362200,1767700,2938000,2635700,5213600,1622300,2248300,1713000,1841500,2354800,1743400,1271500,2502500,2679600,1691400,110.639999
109.290001,107.169998,106.57,107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,107.5,108.839996,108.25,107.989998,107.339996,3868300,1669800,3019900,5552300,7569500,7370400,2002700,2402900,1884300,2170100,1666400,1286500,1782300,2112700,2570700,111.230003
110.199997,108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,106.75,105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,107.629997,3222800,2362200,1767700,2938000,2635700,5213600,1622300,2248300,1713000,1841500,2354800,1743400,1271500,2502500,2679600,110.790001
110.139999,109.290001,107.169998,106.57,107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,107.5,108.839996,108.25,107.989998,1485700,3868300,1669800,3019900,5552300,7569500,7370400,2002700,2402900,1884300,2170100,1666400,1286500,1782300,2112700,111.32
110.669998,110.199997,108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,106.75,105.800003,105.839996,106.610001,108.620003,108.459999,107.690002,1561100,3222800,2362200,1767700,2938000,2635700,5213600,1622300,2248300,1713000,1841500,2354800,1743400,1271500,2502500,111.029999
110.550003,110.139999,109.290001,107.169998,106.57,107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,107.5,108.839996,108.25,1385500,1485700,3868300,1669800,3019900,5552300,7569500,7370400,2002700,2402900,1884300,2170100,1666400,1286500,1782300,111.150002
110.860001,110.669998,110.199997,108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,106.75,105.800003,105.839996,106.610001,108.620003,108.459999,1359900,1561100,3222800,2362200,1767700,2938000,2635700,5213600,1622300,2248300,1713000,1841500,2354800,1743400,1271500,111.019997
110.639999,110.550003,110.139999,109.290001,107.169998,106.57,107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,107.5,108.839996,3154100,1385500,1485700,3868300,1669800,3019900,5552300,7569500,7370400,2002700,2402900,1884300,2170100,1666400,1286500,111.160004
111.230003,110.860001,110.669998,110.199997,108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,106.75,105.800003,105.839996,106.610001,108.620003,1135900,1359900,1561100,3222800,2362200,1767700,2938000,2635700,5213600,1622300,2248300,1713000,1841500,2354800,1743400,111.419998
110.790001,110.639999,110.550003,110.139999,109.290001,107.169998,106.57,107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,107.5,3393400,3154100,1385500,1485700,3868300,1669800,3019900,5552300,7569500,7370400,2002700,2402900,1884300,2170100,1666400,111.269997
111.32,111.230003,110.860001,110.669998,110.199997,108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,106.75,105.800003,105.839996,106.610001,3546700,1135900,1359900,1561100,3222800,2362200,1767700,2938000,2635700,5213600,1622300,2248300,1713000,1841500,2354800,110.43
111.029999,110.790001,110.639999,110.550003,110.139999,109.290001,107.169998,106.57,107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,105.949997,1394200,3393400,3154100,1385500,1485700,3868300,1669800,3019900,5552300,7569500,7370400,2002700,2402900,1884300,2170100,110.839996
111.150002,111.32,111.230003,110.860001,110.669998,110.199997,108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,106.75,105.800003,105.839996,1432300,3546700,1135900,1359900,1561100,3222800,2362200,1767700,2938000,2635700,5213600,1622300,2248300,1713000,1841500,110.970001
111.019997,111.029999,110.790001,110.639999,110.550003,110.139999,109.290001,107.169998,106.57,107.160004,103.849998,104.050003,106.510002,106.519997,106.150002,1977500,1394200,3393400,3154100,1385500,1485700,3868300,1669800,3019900,5552300,7569500,7370400,2002700,2402900,1884300,111.889999
111.160004,111.150002,111.32,111.230003,110.860001,110.669998,110.199997,108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,106.75,105.800003,1945800,1432300,3546700,1135900,1359900,1561100,3222800,2362200,1767700,2938000,2635700,5213600,1622300,2248300,1713000,111.82
111.419998,111.019997,111.029999,110.790001,110.639999,110.550003,110.139999,109.290001,107.169998,106.57,107.160004,103.849998,104.050003,106.510002,106.519997,1638200,1977500,1394200,3393400,3154100,1385500,1485700,3868300,1669800,3019900,5552300,7569500,7370400,2002700,2402900,111.919998
111.269997,111.160004,111.150002,111.32,111.230003,110.860001,110.669998,110.199997,108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,106.75,2093200,1945800,1432300,3546700,1135900,1359900,1561100,3222800,2362200,1767700,2938000,2635700,5213600,1622300,2248300,111.589996
110.43,111.419998,111.019997,111.029999,110.790001,110.639999,110.550003,110.139999,109.290001,107.169998,106.57,107.160004,103.849998,104.050003,106.510002,2473900,1638200,1977500,1394200,3393400,3154100,1385500,1485700,3868300,1669800,3019900,5552300,7569500,7370400,2002700,112.150002
110.839996,111.269997,111.160004,111.150002,111.32,111.230003,110.860001,110.669998,110.199997,108.839996,107.220001,107.370003,105.709999,101.980003,107.980003,1353600,2093200,1945800,1432300,3546700,1135900,1359900,1561100,3222800,2362200,1767700,2938000,2635700,5213600,1622300,112.040001
110.970001,110.43,111.419998,111.019997,111.029999,110.790001,110.639999,110.550003,110.139999,109.290001,107.169998,106.57,107.160004,103.849998,104.050003,1113600,2473900,1638200,1977500,1394200,3393400,3154100,1385500,1485700,3868300,1669800,3019900,5552300,7569500,7370400,112.449997
